DEBUG | [probe] Logging set to DEBUG; file=/Users/hayden/Developer/Currency-Exchange-Problems/logs/debug.log
DEBUG | relax u=0 -> v=4: -5.11036 -> -5.17738 pred[4]=0
DEBUG | relax u=1 -> v=0: -0.148515 -> -0.15147 pred[0]=1
DEBUG | relax u=1 -> v=2: -0.567225 -> -0.571898 pred[2]=1
DEBUG | relax u=1 -> v=3: -0.0673048 -> -0.0694716 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.17738 -> -5.18058 pred[4]=1
DEBUG | relax u=3 -> v=1: -0.667309 -> -0.668308 pred[1]=3
DEBUG | relax u=4 -> v=0: -0.15147 -> -0.218738 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.668308 -> -0.670723 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.571898 -> -0.575413 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.670723 -> -0.737531 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.575413 -> -0.637448 pred[2]=0
DEBUG | relax u=0 -> v=3: -0.0694716 -> -0.137528 pred[3]=0
DEBUG | relax u=0 -> v=4: -5.18058 -> -5.24761 pred[4]=0
DEBUG | relax u=1 -> v=0: -0.218738 -> -0.221693 pred[0]=1
DEBUG | relax u=1 -> v=2: -0.637448 -> -0.642121 pred[2]=1
DEBUG | relax u=1 -> v=3: -0.137528 -> -0.139694 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.24761 -> -5.25081 pred[4]=1
DEBUG | relax u=3 -> v=1: -0.737531 -> -0.738531 pred[1]=3
DEBUG | relax u=4 -> v=0: -0.221693 -> -0.28896 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.738531 -> -0.740946 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.642121 -> -0.645635 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.740946 -> -0.807754 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.645635 -> -0.707671 pred[2]=0
DEBUG | relax u=0 -> v=3: -0.139694 -> -0.20775 pred[3]=0
DEBUG | relax u=0 -> v=4: -5.25081 -> -5.31783 pred[4]=0
DEBUG | relax u=1 -> v=0: -0.28896 -> -0.291916 pred[0]=1
DEBUG | relax u=1 -> v=2: -0.707671 -> -0.712344 pred[2]=1
DEBUG | relax u=1 -> v=3: -0.20775 -> -0.209917 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.31783 -> -5.32103 pred[4]=1
DEBUG | relax u=3 -> v=1: -0.807754 -> -0.808754 pred[1]=3
DEBUG | relax u=4 -> v=0: -0.291916 -> -0.359183 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.808754 -> -0.811168 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.712344 -> -0.715858 pred[2]=4
DEBUG | [probe] BF entered
DEBUG | relax u=4 -> v=0: 1e+300 -> 4.96185 pred[0]=4
DEBUG | relax u=4 -> v=1: 1e+300 -> 4.50986 pred[1]=4
DEBUG | relax u=4 -> v=2: 1e+300 -> 4.60517 pred[2]=4
DEBUG | relax u=4 -> v=3: 1e+300 -> 5.116 pred[3]=4
DEBUG | relax u=0 -> v=1: 4.50986 -> 4.44305 pred[1]=0
DEBUG | relax u=0 -> v=2: 4.60517 -> 4.54313 pred[2]=0
DEBUG | relax u=0 -> v=3: 5.116 -> 5.04306 pred[3]=0
DEBUG | relax u=0 -> v=4: 0 -> -0.0670229 pred[4]=0
DEBUG | relax u=1 -> v=0: 4.96185 -> 4.95889 pred[0]=1
DEBUG | relax u=1 -> v=2: 4.54313 -> 4.53846 pred[2]=1
DEBUG | relax u=1 -> v=3: 5.04306 -> 5.04089 pred[3]=1
DEBUG | relax u=1 -> v=4: -0.0670229 -> -0.0702228 pred[4]=1
DEBUG | relax u=3 -> v=1: 4.44305 -> 4.44205 pred[1]=3
DEBUG | relax u=4 -> v=0: 4.95889 -> 4.89162 pred[0]=4
DEBUG | relax u=4 -> v=1: 4.44205 -> 4.43964 pred[1]=4
DEBUG | relax u=4 -> v=2: 4.53846 -> 4.53495 pred[2]=4
DEBUG | relax u=0 -> v=1: 4.43964 -> 4.37283 pred[1]=0
DEBUG | relax u=0 -> v=2: 4.53495 -> 4.47291 pred[2]=0
DEBUG | relax u=0 -> v=3: 5.04089 -> 4.97283 pred[3]=0
DEBUG | relax u=0 -> v=4: -0.0702228 -> -0.137246 pred[4]=0
DEBUG | relax u=1 -> v=0: 4.89162 -> 4.88867 pred[0]=1
DEBUG | relax u=1 -> v=2: 4.47291 -> 4.46824 pred[2]=1
DEBUG | relax u=1 -> v=3: 4.97283 -> 4.97067 pred[3]=1
DEBUG | relax u=1 -> v=4: -0.137246 -> -0.140446 pred[4]=1
DEBUG | relax u=3 -> v=1: 4.37283 -> 4.37183 pred[1]=3
DEBUG | relax u=4 -> v=0: 4.88867 -> 4.8214 pred[0]=4
DEBUG | relax u=4 -> v=1: 4.37183 -> 4.36941 pred[1]=4
DEBUG | relax u=4 -> v=2: 4.46824 -> 4.46472 pred[2]=4
DEBUG | relax u=0 -> v=1: 4.36941 -> 4.30261 pred[1]=0
DEBUG | relax u=0 -> v=2: 4.46472 -> 4.40269 pred[2]=0
DEBUG | relax u=0 -> v=3: 4.97067 -> 4.90261 pred[3]=0
DEBUG | relax u=0 -> v=4: -0.140446 -> -0.207469 pred[4]=0
DEBUG | relax u=1 -> v=0: 4.8214 -> 4.81844 pred[0]=1
DEBUG | relax u=1 -> v=2: 4.40269 -> 4.39802 pred[2]=1
DEBUG | relax u=1 -> v=3: 4.90261 -> 4.90044 pred[3]=1
DEBUG | relax u=1 -> v=4: -0.207469 -> -0.210669 pred[4]=1
DEBUG | relax u=3 -> v=1: 4.30261 -> 4.30161 pred[1]=3
DEBUG | relax u=4 -> v=0: 4.81844 -> 4.75118 pred[0]=4
DEBUG | relax u=4 -> v=1: 4.30161 -> 4.29919 pred[1]=4
DEBUG | relax u=4 -> v=2: 4.39802 -> 4.3945 pred[2]=4
DEBUG | [probe] BF entered
DEBUG | relax u=0 -> v=1: 1e+300 -> -0.518794 pred[1]=0
DEBUG | relax u=0 -> v=2: 1e+300 -> -0.41871 pred[2]=0
DEBUG | relax u=0 -> v=3: 1e+300 -> 0.0812101 pred[3]=0
DEBUG | relax u=0 -> v=4: 1e+300 -> -5.02887 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.41871 -> -0.418973 pred[2]=1
DEBUG | relax u=1 -> v=3: 0.0812101 -> 0.080863 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.02887 -> -5.03185 pred[4]=1
DEBUG | relax u=2 -> v=0: 0 -> -0.00042311 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.518794 -> -0.518819 pred[1]=2
DEBUG | relax u=3 -> v=0: -0.00042311 -> -0.000716943 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.518819 -> -0.519072 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.418973 -> -0.422334 pred[2]=3
DEBUG | relax u=4 -> v=0: -0.000716943 -> -0.0700036 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.519072 -> -0.521989 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.422334 -> -0.426679 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.521989 -> -0.588797 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.426679 -> -0.488714 pred[2]=0
DEBUG | relax u=0 -> v=3: 0.080863 -> 0.0112065 pred[3]=0
DEBUG | relax u=0 -> v=4: -5.03185 -> -5.09887 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.488714 -> -0.488977 pred[2]=1
DEBUG | relax u=1 -> v=3: 0.0112065 -> 0.0108595 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.09887 -> -5.10185 pred[4]=1
DEBUG | relax u=2 -> v=0: -0.0700036 -> -0.0704267 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.588797 -> -0.588822 pred[1]=2
DEBUG | relax u=3 -> v=0: -0.0704267 -> -0.0707205 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.588822 -> -0.589075 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.488977 -> -0.492337 pred[2]=3
DEBUG | relax u=4 -> v=0: -0.0707205 -> -0.140007 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.589075 -> -0.591992 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.492337 -> -0.496682 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.591992 -> -0.658801 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.496682 -> -0.558717 pred[2]=0
DEBUG | relax u=0 -> v=3: 0.0108595 -> -0.0587971 pred[3]=0
DEBUG | relax u=0 -> v=4: -5.10185 -> -5.16888 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.558717 -> -0.558981 pred[2]=1
DEBUG | relax u=1 -> v=3: -0.0587971 -> -0.0591441 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.16888 -> -5.17186 pred[4]=1
DEBUG | relax u=2 -> v=0: -0.140007 -> -0.14043 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.658801 -> -0.658826 pred[1]=2
DEBUG | relax u=3 -> v=0: -0.14043 -> -0.140724 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.658826 -> -0.659079 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.558981 -> -0.562341 pred[2]=3
DEBUG | relax u=4 -> v=0: -0.140724 -> -0.210011 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.659079 -> -0.661996 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.562341 -> -0.566686 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.661996 -> -0.728804 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.566686 -> -0.628721 pred[2]=0
DEBUG | relax u=0 -> v=3: -0.0591441 -> -0.128801 pred[3]=0
DEBUG | relax u=0 -> v=4: -5.17186 -> -5.23888 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.628721 -> -0.628984 pred[2]=1
DEBUG | relax u=1 -> v=3: -0.128801 -> -0.129148 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.23888 -> -5.24186 pred[4]=1
DEBUG | relax u=2 -> v=0: -0.210011 -> -0.210434 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.728804 -> -0.728829 pred[1]=2
DEBUG | relax u=3 -> v=0: -0.210434 -> -0.210728 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.728829 -> -0.729082 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.628984 -> -0.632344 pred[2]=3
DEBUG | relax u=4 -> v=0: -0.210728 -> -0.280014 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.729082 -> -0.731999 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.632344 -> -0.636689 pred[2]=4
DEBUG | [probe] BF entered
DEBUG | relax u=1 -> v=0: 1e+300 -> 0.519194 pred[0]=1
DEBUG | relax u=1 -> v=2: 1e+300 -> 0.0998203 pred[2]=1
DEBUG | relax u=1 -> v=3: 1e+300 -> 0.599657 pred[3]=1
DEBUG | relax u=1 -> v=4: 1e+300 -> -4.51305 pred[4]=1
DEBUG | relax u=2 -> v=0: 0.519194 -> 0.518371 pred[0]=2
DEBUG | relax u=2 -> v=1: 0 -> -2.49997e-05 pred[1]=2
DEBUG | relax u=3 -> v=0: 0.518371 -> 0.518077 pred[0]=3
DEBUG | relax u=3 -> v=1: -2.49997e-05 -> -0.000277961 pred[1]=3
DEBUG | relax u=3 -> v=2: 0.0998203 -> 0.0964602 pred[2]=3
DEBUG | relax u=4 -> v=0: 0.518077 -> 0.44879 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.000277961 -> -0.00319489 pred[1]=4
DEBUG | relax u=4 -> v=2: 0.0964602 -> 0.0921153 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.00319489 -> -0.0700036 pred[1]=0
DEBUG | relax u=0 -> v=2: 0.0921153 -> 0.0300799 pred[2]=0
DEBUG | relax u=0 -> v=3: 0.599657 -> 0.53 pred[3]=0
DEBUG | relax u=0 -> v=4: -4.51305 -> -4.58008 pred[4]=0
DEBUG | relax u=1 -> v=2: 0.0300799 -> 0.0298168 pred[2]=1
DEBUG | relax u=1 -> v=3: 0.53 -> 0.529653 pred[3]=1
DEBUG | relax u=1 -> v=4: -4.58008 -> -4.58306 pred[4]=1
DEBUG | relax u=2 -> v=0: 0.44879 -> 0.448367 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.0700036 -> -0.0700286 pred[1]=2
DEBUG | relax u=3 -> v=0: 0.448367 -> 0.448073 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.0700286 -> -0.0702815 pred[1]=3
DEBUG | relax u=3 -> v=2: 0.0298168 -> 0.0264567 pred[2]=3
DEBUG | relax u=4 -> v=0: 0.448073 -> 0.378787 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.0702815 -> -0.0731985 pred[1]=4
DEBUG | relax u=4 -> v=2: 0.0264567 -> 0.0221117 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.0731985 -> -0.140007 pred[1]=0
DEBUG | relax u=0 -> v=2: 0.0221117 -> -0.0399237 pred[2]=0
DEBUG | relax u=0 -> v=3: 0.529653 -> 0.459997 pred[3]=0
DEBUG | relax u=0 -> v=4: -4.58306 -> -4.65008 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.0399237 -> -0.0401868 pred[2]=1
DEBUG | relax u=1 -> v=3: 0.459997 -> 0.45965 pred[3]=1
DEBUG | relax u=1 -> v=4: -4.65008 -> -4.65306 pred[4]=1
DEBUG | relax u=2 -> v=0: 0.378787 -> 0.378364 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.140007 -> -0.140032 pred[1]=2
DEBUG | relax u=3 -> v=0: 0.378364 -> 0.37807 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.140032 -> -0.140285 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.0401868 -> -0.0435469 pred[2]=3
DEBUG | relax u=4 -> v=0: 0.37807 -> 0.308783 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.140285 -> -0.143202 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.0435469 -> -0.0478918 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.143202 -> -0.210011 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.0478918 -> -0.109927 pred[2]=0
DEBUG | relax u=0 -> v=3: 0.45965 -> 0.389993 pred[3]=0
DEBUG | relax u=0 -> v=4: -4.65306 -> -4.72008 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.109927 -> -0.11019 pred[2]=1
DEBUG | relax u=1 -> v=3: 0.389993 -> 0.389646 pred[3]=1
DEBUG | relax u=1 -> v=4: -4.72008 -> -4.72307 pred[4]=1
DEBUG | relax u=2 -> v=0: 0.308783 -> 0.30836 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.210011 -> -0.210036 pred[1]=2
DEBUG | relax u=3 -> v=0: 0.30836 -> 0.308066 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.210036 -> -0.210289 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.11019 -> -0.11355 pred[2]=3
DEBUG | relax u=4 -> v=0: 0.308066 -> 0.23878 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.210289 -> -0.213206 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.11355 -> -0.117895 pred[2]=4
DEBUG | [probe] BF entered
DEBUG | relax u=2 -> v=0: 1e+300 -> 0.41855 pred[0]=2
DEBUG | relax u=2 -> v=1: 1e+300 -> -0.0998453 pred[1]=2
DEBUG | relax u=2 -> v=3: 1e+300 -> 0.502527 pred[3]=2
DEBUG | relax u=2 -> v=4: 1e+300 -> -4.60846 pred[4]=2
DEBUG | relax u=3 -> v=2: 0 -> -0.000669776 pred[2]=3
DEBUG | relax u=4 -> v=0: 0.41855 -> 0.35338 pred[0]=4
DEBUG | relax u=4 -> v=2: -0.000669776 -> -0.00329457 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.0998453 -> -0.165413 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.00329457 -> -0.06533 pred[2]=0
DEBUG | relax u=0 -> v=3: 0.502527 -> 0.43459 pred[3]=0
DEBUG | relax u=0 -> v=4: -4.60846 -> -4.67549 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.06533 -> -0.0655931 pred[2]=1
DEBUG | relax u=1 -> v=3: 0.43459 -> 0.434243 pred[3]=1
DEBUG | relax u=1 -> v=4: -4.67549 -> -4.67847 pred[4]=1
DEBUG | relax u=2 -> v=0: 0.35338 -> 0.352957 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.165413 -> -0.165438 pred[1]=2
DEBUG | relax u=3 -> v=0: 0.352957 -> 0.352663 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.165438 -> -0.165691 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.0655931 -> -0.0689532 pred[2]=3
DEBUG | relax u=4 -> v=0: 0.352663 -> 0.283377 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.165691 -> -0.168608 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.0689532 -> -0.0732981 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.168608 -> -0.235417 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.0732981 -> -0.135334 pred[2]=0
DEBUG | relax u=0 -> v=3: 0.434243 -> 0.364587 pred[3]=0
DEBUG | relax u=0 -> v=4: -4.67847 -> -4.74549 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.135334 -> -0.135597 pred[2]=1
DEBUG | relax u=1 -> v=3: 0.364587 -> 0.36424 pred[3]=1
DEBUG | relax u=1 -> v=4: -4.74549 -> -4.74847 pred[4]=1
DEBUG | relax u=2 -> v=0: 0.283377 -> 0.282954 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.235417 -> -0.235442 pred[1]=2
DEBUG | relax u=3 -> v=0: 0.282954 -> 0.28266 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.235442 -> -0.235695 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.135597 -> -0.138957 pred[2]=3
DEBUG | relax u=4 -> v=0: 0.28266 -> 0.213373 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.235695 -> -0.238612 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.138957 -> -0.143302 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.238612 -> -0.305421 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.143302 -> -0.205337 pred[2]=0
DEBUG | relax u=0 -> v=3: 0.36424 -> 0.294583 pred[3]=0
DEBUG | relax u=0 -> v=4: -4.74847 -> -4.81549 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.205337 -> -0.2056 pred[2]=1
DEBUG | relax u=1 -> v=3: 0.294583 -> 0.294236 pred[3]=1
DEBUG | relax u=1 -> v=4: -4.81549 -> -4.81848 pred[4]=1
DEBUG | relax u=2 -> v=0: 0.213373 -> 0.21295 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.305421 -> -0.305446 pred[1]=2
DEBUG | relax u=3 -> v=0: 0.21295 -> 0.212656 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.305446 -> -0.305698 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.2056 -> -0.20896 pred[2]=3
DEBUG | relax u=4 -> v=0: 0.212656 -> 0.14337 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.305698 -> -0.308615 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.20896 -> -0.213305 pred[2]=4
DEBUG | [probe] BF entered
DEBUG | relax u=3 -> v=0: 1e+300 -> -0.08158 pred[0]=3
DEBUG | relax u=3 -> v=1: 1e+300 -> -0.599935 pred[1]=3
DEBUG | relax u=3 -> v=2: 1e+300 -> -0.503197 pred[2]=3
DEBUG | relax u=3 -> v=4: 1e+300 -> -5.1103 pred[4]=3
DEBUG | relax u=4 -> v=0: -0.08158 -> -0.148454 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.599935 -> -0.60044 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.503197 -> -0.505129 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.60044 -> -0.667248 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.505129 -> -0.567165 pred[2]=0
DEBUG | relax u=0 -> v=3: 0 -> -0.0672444 pred[3]=0
DEBUG | relax u=0 -> v=4: -5.1103 -> -5.17732 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.567165 -> -0.567428 pred[2]=1
DEBUG | relax u=1 -> v=3: -0.0672444 -> -0.0675914 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.17732 -> -5.1803 pred[4]=1
DEBUG | relax u=2 -> v=0: -0.148454 -> -0.148878 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.667248 -> -0.667273 pred[1]=2
DEBUG | relax u=3 -> v=0: -0.148878 -> -0.149171 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.667273 -> -0.667526 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.567428 -> -0.570788 pred[2]=3
DEBUG | relax u=4 -> v=0: -0.149171 -> -0.218458 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.667526 -> -0.670443 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.570788 -> -0.575133 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.670443 -> -0.737252 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.575133 -> -0.637168 pred[2]=0
DEBUG | relax u=0 -> v=3: -0.0675914 -> -0.137248 pred[3]=0
DEBUG | relax u=0 -> v=4: -5.1803 -> -5.24733 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.637168 -> -0.637432 pred[2]=1
DEBUG | relax u=1 -> v=3: -0.137248 -> -0.137595 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.24733 -> -5.25031 pred[4]=1
DEBUG | relax u=2 -> v=0: -0.218458 -> -0.218881 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.737252 -> -0.737277 pred[1]=2
DEBUG | relax u=3 -> v=0: -0.218881 -> -0.219175 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.737277 -> -0.73753 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.637432 -> -0.640792 pred[2]=3
DEBUG | relax u=4 -> v=0: -0.219175 -> -0.288462 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.73753 -> -0.740447 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.640792 -> -0.645137 pred[2]=4
DEBUG | relax u=0 -> v=1: -0.740447 -> -0.807255 pred[1]=0
DEBUG | relax u=0 -> v=2: -0.645137 -> -0.707172 pred[2]=0
DEBUG | relax u=0 -> v=3: -0.137595 -> -0.207252 pred[3]=0
DEBUG | relax u=0 -> v=4: -5.25031 -> -5.31733 pred[4]=0
DEBUG | relax u=1 -> v=2: -0.707172 -> -0.707435 pred[2]=1
DEBUG | relax u=1 -> v=3: -0.207252 -> -0.207599 pred[3]=1
DEBUG | relax u=1 -> v=4: -5.31733 -> -5.32031 pred[4]=1
DEBUG | relax u=2 -> v=0: -0.288462 -> -0.288885 pred[0]=2
DEBUG | relax u=2 -> v=1: -0.807255 -> -0.80728 pred[1]=2
DEBUG | relax u=3 -> v=0: -0.288885 -> -0.289179 pred[0]=3
DEBUG | relax u=3 -> v=1: -0.80728 -> -0.807533 pred[1]=3
DEBUG | relax u=3 -> v=2: -0.707435 -> -0.710795 pred[2]=3
DEBUG | relax u=4 -> v=0: -0.289179 -> -0.358465 pred[0]=4
DEBUG | relax u=4 -> v=1: -0.807533 -> -0.81045 pred[1]=4
DEBUG | relax u=4 -> v=2: -0.710795 -> -0.71514 pred[2]=4
DEBUG | [probe] BF entered
DEBUG | relax u=4 -> v=0: 1e+300 -> 4.96185 pred[0]=4
DEBUG | relax u=4 -> v=1: 1e+300 -> 4.50986 pred[1]=4
DEBUG | relax u=4 -> v=2: 1e+300 -> 4.60517 pred[2]=4
DEBUG | relax u=4 -> v=3: 1e+300 -> 5.116 pred[3]=4
DEBUG | relax u=0 -> v=1: 4.50986 -> 4.44305 pred[1]=0
DEBUG | relax u=0 -> v=2: 4.60517 -> 4.54313 pred[2]=0
DEBUG | relax u=0 -> v=3: 5.116 -> 5.04306 pred[3]=0
DEBUG | relax u=0 -> v=4: 0 -> -0.0670229 pred[4]=0
DEBUG | relax u=1 -> v=2: 4.54313 -> 4.54287 pred[2]=1
DEBUG | relax u=1 -> v=3: 5.04306 -> 5.04271 pred[3]=1
DEBUG | relax u=1 -> v=4: -0.0670229 -> -0.0700036 pred[4]=1
DEBUG | relax u=2 -> v=0: 4.96185 -> 4.96142 pred[0]=2
DEBUG | relax u=2 -> v=1: 4.44305 -> 4.44303 pred[1]=2
DEBUG | relax u=3 -> v=0: 4.96142 -> 4.96113 pred[0]=3
DEBUG | relax u=3 -> v=1: 4.44303 -> 4.44277 pred[1]=3
DEBUG | relax u=3 -> v=2: 4.54287 -> 4.53951 pred[2]=3
DEBUG | relax u=4 -> v=0: 4.96113 -> 4.89184 pred[0]=4
DEBUG | relax u=4 -> v=1: 4.44277 -> 4.43986 pred[1]=4
DEBUG | relax u=4 -> v=2: 4.53951 -> 4.53517 pred[2]=4
DEBUG | relax u=0 -> v=1: 4.43986 -> 4.37305 pred[1]=0
DEBUG | relax u=0 -> v=2: 4.53517 -> 4.47313 pred[2]=0
DEBUG | relax u=0 -> v=3: 5.04271 -> 4.97305 pred[3]=0
DEBUG | relax u=0 -> v=4: -0.0700036 -> -0.137026 pred[4]=0
DEBUG | relax u=1 -> v=2: 4.47313 -> 4.47287 pred[2]=1
DEBUG | relax u=1 -> v=3: 4.97305 -> 4.9727 pred[3]=1
DEBUG | relax u=1 -> v=4: -0.137026 -> -0.140007 pred[4]=1
DEBUG | relax u=2 -> v=0: 4.89184 -> 4.89142 pred[0]=2
DEBUG | relax u=2 -> v=1: 4.37305 -> 4.37302 pred[1]=2
DEBUG | relax u=3 -> v=0: 4.89142 -> 4.89112 pred[0]=3
DEBUG | relax u=3 -> v=1: 4.37302 -> 4.37277 pred[1]=3
DEBUG | relax u=3 -> v=2: 4.47287 -> 4.46951 pred[2]=3
DEBUG | relax u=4 -> v=0: 4.89112 -> 4.82184 pred[0]=4
DEBUG | relax u=4 -> v=1: 4.37277 -> 4.36985 pred[1]=4
DEBUG | relax u=4 -> v=2: 4.46951 -> 4.46516 pred[2]=4
DEBUG | relax u=0 -> v=1: 4.36985 -> 4.30304 pred[1]=0
DEBUG | relax u=0 -> v=2: 4.46516 -> 4.40313 pred[2]=0
DEBUG | relax u=0 -> v=3: 4.9727 -> 4.90305 pred[3]=0
DEBUG | relax u=0 -> v=4: -0.140007 -> -0.20703 pred[4]=0
DEBUG | relax u=1 -> v=2: 4.40313 -> 4.40286 pred[2]=1
DEBUG | relax u=1 -> v=3: 4.90305 -> 4.9027 pred[3]=1
DEBUG | relax u=1 -> v=4: -0.20703 -> -0.210011 pred[4]=1
DEBUG | relax u=2 -> v=0: 4.82184 -> 4.82141 pred[0]=2
DEBUG | relax u=2 -> v=1: 4.30304 -> 4.30302 pred[1]=2
DEBUG | relax u=3 -> v=0: 4.82141 -> 4.82112 pred[0]=3
DEBUG | relax u=3 -> v=1: 4.30302 -> 4.30277 pred[1]=3
DEBUG | relax u=3 -> v=2: 4.40286 -> 4.3995 pred[2]=3
DEBUG | relax u=4 -> v=0: 4.82112 -> 4.75183 pred[0]=4
DEBUG | relax u=4 -> v=1: 4.30277 -> 4.29985 pred[1]=4
DEBUG | relax u=4 -> v=2: 4.3995 -> 4.39516 pred[2]=4
